dealer_up,initial_hand,dealer_final,dealer_final_value,player_final,player_final_value,actions_taken,win
10,"[10, 3]","[10, 7]",17,"[[10, 3, 4]]",[17],"[['H', 'S']]",0.0
9,"[5, 8]","[9, 2, 4, 9]",24,"[[5, 8, 11, 7]]",[21],"[['H', 'H', 'S']]",1.0
10,"[11, 4]","[10, 7]",17,"[[11, 4, 10, 10]]",[25],"[['H', 'H']]",-1.0
6,"[10, 11]","[6, 9, 10]",25,"[[10, 11]]",['BJ'],[['S']],1.5
5,"[2, 10]","[5, 6, 7]",18,"[[2, 10]]",[12],[['S']],-1.0
11,"[7, 10]","[11, 3, 3, 10]",17,"[[7, 10]]",[17],"[['N', 'R']]",-0.5
4,"[3, 6]","[4, 5, 6, 10]",25,"[[3, 6, 10]]",[19],[['D']],2.0
3,"[8, 10]","[3, 10, 2, 10]",25,"[[8, 10]]",[18],[['S']],1.0
10,"[5, 2]","[10, 10]",20,"[[5, 2, 10]]",[17],"[['H', 'S']]",-1.0
10,"[10, 3]","[10, 10]",20,"[[10, 3, 10]]",[23],[['H']],-1.0
4,"[10, 2]","[4, 5, 6, 8]",23,"[[10, 2]]",[12],[['S']],1.0
9,"[10, 3]","[9, 7, 8]",24,"[[10, 3, 7]]",[20],"[['H', 'S']]",1.0
9,"[5, 8]","[9, 4, 3, 6]",22,"[[5, 8, 10]]",[23],[['H']],-1.0
10,"[3, 10]","[10, 6, 10]",26,"[[3, 10, 10]]",[23],[['H']],-1.0
10,"[7, 10]","[10, 2, 11, 10]",23,"[[7, 10]]",[17],[['S']],1.0
10,"[5, 10]","[10, 10]",20,"[[5, 10]]",[15],[['R']],-0.5
4,"[11, 2]","[4, 2, 11, 2]",19,"[[11, 2, 7]]",[20],"[['H', 'S']]",1.0
3,"[10, 9]","[3, 5, 10]",18,"[[10, 9]]",[19],[['S']],1.0
5,"[6, 5]","[5, 5, 10]",20,"[[6, 5, 7]]",[18],[['D']],-2.0
10,"[5, 4]","[10, 10]",20,"[[5, 4, 10]]",[19],"[['H', 'S']]",-1.0
3,"[5, 6]","[3, 2, 7, 8]",20,"[[5, 6, 2]]",[13],[['D']],-2.0
8,"[5, 7]","[8, 4, 10]",22,"[[5, 7, 6]]",[18],"[['H', 'S']]",1.0
3,"[8, 3]","[3, 5, 10]",18,"[[8, 3, 2]]",[13],[['D']],-2.0
7,"[10, 10]","[7, 10]",17,"[[10, 10]]",[20],[['S']],1.0
8,"[3, 10]","[8, 4, 7]",19,"[[3, 10, 5]]",[18],"[['H', 'S']]",-1.0
4,"[9, 7]","[4, 8, 10]",22,"[[9, 7]]",[16],[['S']],1.0
10,"[6, 9]","[10, 3, 9]",22,"[[6, 9]]",[15],[['R']],-0.5
6,"[5, 8]","[6, 6, 9]",21,"[[5, 8]]",[13],[['S']],-1.0
7,"[10, 8]","[7, 4, 10]",21,"[[10, 8]]",[18],[['S']],-1.0
3,"[10, 4]","[3, 7, 10]",20,"[[10, 4]]",[14],[['S']],-1.0
4,"[10, 11]","[4, 11, 10, 6]",21,"[[10, 11]]",['BJ'],[['S']],1.5
8,"[10, 5]","[8, 3, 10]",21,"[[10, 5, 10]]",[25],[['H']],-1.0
9,"[10, 10]","[9, 5, 9]",23,"[[10, 10]]",[20],[['S']],1.0
3,"[4, 10]","[3, 10, 4]",17,"[[4, 10]]",[14],[['S']],-1.0
8,"[8, 5]","[8, 4, 3, 10]",25,"[[8, 5, 3, 5]]",[21],"[['H', 'H', 'S']]",1.0
4,"[10, 10]","[4, 3, 10]",17,"[[10, 10]]",[20],[['S']],1.0
11,"[10, 11]","[11, 4, 10, 8]",23,"[[10, 11]]",['BJ'],"[['N', 'S']]",1.5
7,"[5, 5]","[7, 7, 4]",18,"[[5, 5, 5]]",[15],[['D']],-2.0
7,"[5, 7]","[7, 2, 3, 7]",19,"[[5, 7, 5]]",[17],"[['H', 'S']]",-1.0
3,"[3, 2]","[3, 8, 11, 10]",22,"[[3, 2, 6, 9]]",[20],"[['H', 'H', 'S']]",1.0
9,"[5, 11]","[9, 3, 8]",20,"[[5, 11, 8, 9]]",[23],"[['H', 'H']]",-1.0
11,"[10, 7]","[11, 2, 6]",19,"[[10, 7]]",[17],"[['N', 'R']]",-0.5
10,"[3, 10]","[10, 11]",BJ,"[[3, 10]]",[13],[[]],-1.0
10,"[3, 10]","[10, 6, 7]",23,"[[3, 10, 10]]",[23],[['H']],-1.0
10,"[11, 2]","[10, 10]",20,"[[11, 2, 2, 10, 11, 9]]",[25],"[['H', 'H', 'H', 'H']]",-1.0
11,"[10, 5]","[11, 4, 10, 11, 10]",26,"[[10, 5]]",[15],"[['N', 'R']]",-0.5
7,"[7, 4]","[7, 3, 8]",18,"[[7, 4, 6]]",[17],[['D']],-2.0
10,"[10, 10]","[10, 9]",19,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 9]","[10, 7]",17,"[[10, 9]]",[19],[['S']],1.0
4,"[10, 10]","[4, 5, 6, 6]",21,"[[10, 10]]",[20],[['S']],-1.0
2,"[10, 11]","[2, 10, 4, 4]",20,"[[10, 11]]",['BJ'],[['S']],1.5
11,"[7, 10]","[11, 10]",BJ,"[[7, 10]]",[17],[['N']],-1.0
7,"[5, 4]","[7, 10]",17,"[[5, 4, 2, 2, 3, 11]]",[17],"[['H', 'H', 'H', 'H', 'S']]",0.0
10,"[8, 10]","[10, 9]",19,"[[8, 10]]",[18],[['S']],-1.0
11,"[10, 9]","[11, 10]",BJ,"[[10, 9]]",[19],[['N']],-1.0
10,"[2, 11]","[10, 11]",BJ,"[[2, 11]]",[13],[[]],-1.0
9,"[5, 2]","[9, 10]",19,"[[5, 2, 3, 4, 10]]",[24],"[['H', 'H', 'H']]",-1.0
7,"[11, 11]","[7, 11]",18,"[[11, 10], [11, 10]]","[21, 21]","[['P'], []]",2.0
9,"[4, 10]","[9, 6, 9]",24,"[[4, 10, 10]]",[24],[['H']],-1.0
7,"[10, 10]","[7, 8, 9]",24,"[[10, 10]]",[20],[['S']],1.0
11,"[8, 2]","[11, 10]",BJ,"[[8, 2]]",[10],[['N']],-1.0
10,"[6, 10]","[10, 10]",20,"[[6, 10]]",[16],[['R']],-0.5
3,"[10, 8]","[3, 6, 5, 10]",24,"[[10, 8]]",[18],[['S']],1.0
2,"[10, 8]","[2, 5, 5, 7]",19,"[[10, 8]]",[18],[['S']],-1.0
2,"[6, 4]","[2, 3, 5, 2, 10]",22,"[[6, 4, 5]]",[15],[['D']],2.0
4,"[10, 9]","[4, 5, 10]",19,"[[10, 9]]",[19],[['S']],0.0
7,"[10, 9]","[7, 3, 9]",19,"[[10, 9]]",[19],[['S']],0.0
10,"[9, 10]","[10, 11]",BJ,"[[9, 10]]",[19],[[]],-1.0
10,"[10, 3]","[10, 6, 5]",21,"[[10, 3, 5]]",[18],"[['H', 'S']]",-1.0
10,"[7, 8]","[10, 10]",20,"[[7, 8]]",[15],[['R']],-0.5
10,"[10, 10]","[10, 6, 3]",19,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 3]","[10, 5, 10]",25,"[[10, 3, 4]]",[17],"[['H', 'S']]",1.0
10,"[10, 8]","[10, 10]",20,"[[10, 8]]",[18],[['S']],-1.0
7,"[9, 2]","[7, 8, 8]",23,"[[9, 2, 4]]",[15],[['D']],2.0
10,"[2, 2]","[10, 7]",17,"[[2, 2, 10, 3]]",[17],"[['H', 'H', 'S']]",0.0
8,"[9, 9]","[8, 10]",18,"[[9, 10], [9, 7, 8], [9, 8]]","[19, 24, 17]","[['P', 'S'], ['P', 'H'], ['S']]",-1.0
6,"[6, 10]","[6, 10, 8]",24,"[[6, 10]]",[16],[['S']],1.0
9,"[5, 6]","[9, 8]",17,"[[5, 6, 4]]",[15],[['D']],-2.0
6,"[2, 10]","[6, 11, 3]",20,"[[2, 10]]",[12],[['S']],-1.0
6,"[8, 6]","[6, 4, 10]",20,"[[8, 6]]",[14],[['S']],-1.0
5,"[10, 7]","[5, 7, 11, 5]",18,"[[10, 7]]",[17],[['S']],-1.0
3,"[6, 2]","[3, 3, 9, 2]",17,"[[6, 2, 5]]",[13],"[['H', 'S']]",-1.0
6,"[10, 9]","[6, 10, 3]",19,"[[10, 9]]",[19],[['S']],0.0
9,"[2, 10]","[9, 10]",19,"[[2, 10, 2, 11, 7]]",[22],"[['H', 'H', 'H']]",-1.0
10,"[10, 10]","[10, 8]",18,"[[10, 10]]",[20],[['S']],1.0
11,"[8, 8]","[11, 6, 5, 4, 4]",20,"[[8, 8]]",[16],"[['N', 'R']]",-0.5
4,"[10, 11]","[4, 10, 2, 3]",19,"[[10, 11]]",['BJ'],[['S']],1.5
10,"[4, 6]","[10, 6, 10]",26,"[[4, 6, 5, 10]]",[25],"[['H', 'H']]",-1.0
4,"[5, 11]","[4, 10, 5]",19,"[[5, 11, 9]]",[15],[['D']],-2.0
10,"[10, 3]","[10, 3, 2, 10]",25,"[[10, 3, 7]]",[20],"[['H', 'S']]",1.0
4,"[5, 10]","[4, 10, 6]",20,"[[5, 10]]",[15],[['S']],-1.0
10,"[10, 9]","[10, 6, 3]",19,"[[10, 9]]",[19],[['S']],0.0
10,"[6, 5]","[10, 3, 5]",18,"[[6, 5, 8]]",[19],[['D']],2.0
6,"[4, 10]","[6, 10, 7]",23,"[[4, 10]]",[14],[['S']],1.0
9,"[10, 8]","[9, 10]",19,"[[10, 8]]",[18],[['S']],-1.0
6,"[11, 10]","[6, 4, 4, 10]",24,"[[11, 10]]",['BJ'],[['S']],1.5
6,"[7, 10]","[6, 5, 5, 10]",26,"[[7, 10]]",[17],[['S']],1.0
2,"[5, 8]","[2, 5, 2, 3, 7]",19,"[[5, 8]]",[13],[['S']],-1.0
10,"[3, 3]","[10, 2, 10]",22,"[[3, 3, 10, 11]]",[17],"[['H', 'H', 'S']]",1.0
4,"[10, 11]","[4, 5, 3, 8]",20,"[[10, 11]]",['BJ'],[['S']],1.5
8,"[10, 6]","[8, 10]",18,"[[10, 6, 10]]",[26],[['H']],-1.0
8,"[2, 11]","[8, 10]",18,"[[2, 11, 8]]",[21],"[['H', 'S']]",1.0
2,"[10, 3]","[2, 10, 10]",22,"[[10, 3]]",[13],[['S']],1.0
2,"[7, 4]","[2, 10, 10]",22,"[[7, 4, 10]]",[21],[['D']],2.0
5,"[6, 2]","[5, 10, 2]",17,"[[6, 2, 2, 10]]",[20],"[['H', 'H', 'S']]",1.0
7,"[7, 9]","[7, 8, 3]",18,"[[7, 9, 11]]",[17],"[['H', 'S']]",-1.0
4,"[5, 8]","[4, 10, 3]",17,"[[5, 8]]",[13],[['S']],-1.0
2,"[6, 9]","[2, 10, 4, 3]",19,"[[6, 9]]",[15],[['S']],-1.0
10,"[10, 7]","[10, 10]",20,"[[10, 7]]",[17],[['S']],-1.0
11,"[10, 4]","[11, 10]",BJ,"[[10, 4]]",[14],[['N']],-1.0
11,"[10, 7]","[11, 10]",BJ,"[[10, 7]]",[17],[['N']],-1.0
10,"[2, 10]","[10, 10]",20,"[[2, 10, 9]]",[21],"[['H', 'S']]",1.0
10,"[6, 8]","[10, 10]",20,"[[6, 8, 10]]",[24],[['H']],-1.0
9,"[10, 10]","[9, 4, 10]",23,"[[10, 10]]",[20],[['S']],1.0
6,"[7, 8]","[6, 10, 2]",18,"[[7, 8]]",[15],[['S']],-1.0
4,"[3, 9]","[4, 10, 10]",24,"[[3, 9]]",[12],[['S']],1.0
10,"[7, 9]","[10, 4, 4]",18,"[[7, 9]]",[16],[['R']],-0.5
8,"[5, 2]","[8, 10]",18,"[[5, 2, 9, 10]]",[26],"[['H', 'H']]",-1.0
5,"[9, 8]","[5, 10, 3]",18,"[[9, 8]]",[17],[['S']],-1.0
2,"[4, 5]","[2, 10, 7]",19,"[[4, 5, 6]]",[15],"[['H', 'S']]",-1.0
10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],0.0
6,"[7, 11]","[6, 10, 10]",26,"[[7, 11, 3]]",[21],[['D']],2.0
11,"[9, 8]","[11, 5, 9, 8]",23,"[[9, 8]]",[17],"[['N', 'R']]",-0.5
11,"[10, 9]","[11, 9]",20,"[[10, 9]]",[19],"[['N', 'S']]",-1.0
4,"[7, 10]","[4, 7, 5, 8]",24,"[[7, 10]]",[17],[['S']],1.0
11,"[10, 2]","[11, 10]",BJ,"[[10, 2]]",[12],[['N']],-1.0
10,"[11, 7]","[10, 3, 9]",22,"[[11, 7, 10]]",[18],"[['H', 'S']]",1.0
4,"[11, 3]","[4, 2, 8, 8]",22,"[[11, 3, 10]]",[14],"[['H', 'S']]",1.0
9,"[4, 9]","[9, 9]",18,"[[4, 9, 10]]",[23],[['H']],-1.0
10,"[11, 4]","[10, 9]",19,"[[11, 4, 10, 10]]",[25],"[['H', 'H']]",-1.0
10,"[5, 5]","[10, 8]",18,"[[5, 5, 2, 8]]",[20],"[['H', 'H', 'S']]",1.0
3,"[6, 11]","[3, 10, 4]",17,"[[6, 11, 10]]",[17],[['D']],0.0
2,"[9, 9]","[2, 10, 11, 8]",21,"[[9, 3, 5], [9, 10]]","[17, 19]","[['P', 'H', 'S'], ['S']]",-2.0
10,"[8, 3]","[10, 8]",18,"[[8, 3, 7]]",[18],[['D']],0.0
10,"[7, 6]","[10, 11]",BJ,"[[7, 6]]",[13],[[]],-1.0
10,"[10, 6]","[10, 4, 5]",19,"[[10, 6]]",[16],[['R']],-0.5
10,"[6, 10]","[10, 10]",20,"[[6, 10]]",[16],[['R']],-0.5
2,"[11, 6]","[2, 4, 4, 7]",17,"[[11, 6, 7]]",[14],"[['H', 'S']]",-1.0
8,"[3, 11]","[8, 7, 6]",21,"[[3, 11, 11, 2, 9, 10]]",[26],"[['H', 'H', 'H', 'H']]",-1.0
10,"[6, 10]","[10, 9]",19,"[[6, 10]]",[16],[['R']],-0.5
2,"[10, 3]","[2, 2, 9, 10]",23,"[[10, 3]]",[13],[['S']],1.0
3,"[6, 8]","[3, 8, 10]",21,"[[6, 8]]",[14],[['S']],-1.0
10,"[5, 10]","[10, 5, 5]",20,"[[5, 10]]",[15],[['R']],-0.5
10,"[5, 7]","[10, 11]",BJ,"[[5, 7]]",[12],[[]],-1.0
10,"[2, 4]","[10, 11]",BJ,"[[2, 4]]",[6],[[]],-1.0
6,"[6, 10]","[6, 11, 5, 6]",18,"[[6, 10]]",[16],[['S']],-1.0
3,"[7, 2]","[3, 10, 6]",19,"[[7, 2, 10]]",[19],[['D']],0.0
9,"[5, 7]","[9, 10]",19,"[[5, 7, 10]]",[22],[['H']],-1.0
10,"[4, 11]","[10, 6, 10]",26,"[[4, 11, 4]]",[19],"[['H', 'S']]",1.0
3,"[10, 2]","[3, 10, 4]",17,"[[10, 2, 2]]",[14],"[['H', 'S']]",-1.0
6,"[7, 4]","[6, 3, 7, 6]",22,"[[7, 4, 10]]",[21],[['D']],2.0
11,"[5, 4]","[11, 4, 3]",18,"[[5, 4, 11]]",[20],"[['N', 'H', 'S']]",1.0
11,"[10, 10]","[11, 10]",BJ,"[[10, 10]]",[20],[['N']],-1.0
2,"[5, 6]","[2, 10, 2, 6]",20,"[[5, 6, 5]]",[16],[['D']],-2.0
4,"[10, 10]","[4, 10, 8]",22,"[[10, 10]]",[20],[['S']],1.0
10,"[8, 9]","[10, 5, 10]",25,"[[8, 9]]",[17],[['S']],1.0
9,"[11, 3]","[9, 11]",20,"[[11, 3, 2, 6, 11, 10]]",[23],"[['H', 'H', 'H', 'H']]",-1.0
10,"[10, 3]","[10, 3, 10]",23,"[[10, 3, 10]]",[23],[['H']],-1.0
10,"[7, 2]","[10, 6, 10]",26,"[[7, 2, 10]]",[19],"[['H', 'S']]",1.0
10,"[10, 4]","[10, 9]",19,"[[10, 4, 2, 9]]",[25],"[['H', 'H']]",-1.0
8,"[4, 6]","[8, 6, 11, 5]",20,"[[4, 6, 4]]",[14],[['D']],-2.0
5,"[8, 9]","[5, 10, 5]",20,"[[8, 9]]",[17],[['S']],-1.0
5,"[10, 3]","[5, 3, 10]",18,"[[10, 3]]",[13],[['S']],-1.0
3,"[10, 10]","[3, 2, 8, 2, 7]",22,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 10]","[10, 11]",BJ,"[[10, 10]]",[20],[[]],-1.0
4,"[8, 8]","[4, 10, 6]",20,"[[8, 11], [8, 6]]","[19, 14]","[['P', 'S'], ['S']]",-2.0
5,"[2, 3]","[5, 9, 4]",18,"[[2, 3, 5, 11]]",[21],"[['H', 'H', 'S']]",1.0
3,"[10, 4]","[3, 10, 4]",17,"[[10, 4]]",[14],[['S']],-1.0
5,"[10, 3]","[5, 10, 5]",20,"[[10, 3]]",[13],[['S']],-1.0
5,"[4, 10]","[5, 10, 10]",25,"[[4, 10]]",[14],[['S']],1.0
10,"[10, 10]","[10, 11]",BJ,"[[10, 10]]",[20],[[]],-1.0
11,"[11, 11]","[11, 11, 6]",18,"[[11, 5], [11, 5]]","[16, 16]","[['N', 'P'], []]",-2.0
2,"[3, 8]","[2, 7, 10]",19,"[[3, 8, 9]]",[20],[['D']],2.0
10,"[8, 10]","[10, 4, 2, 5]",21,"[[8, 10]]",[18],[['S']],-1.0
10,"[10, 11]","[10, 11]",BJ,"[[10, 11]]",['BJ'],[[]],0.0
10,"[3, 5]","[10, 10]",20,"[[3, 5, 4, 10]]",[22],"[['H', 'H']]",-1.0
10,"[8, 9]","[10, 10]",20,"[[8, 9]]",[17],[['S']],-1.0
10,"[10, 8]","[10, 7]",17,"[[10, 8]]",[18],[['S']],1.0
3,"[4, 9]","[3, 10, 3, 2]",18,"[[4, 9]]",[13],[['S']],-1.0
10,"[9, 6]","[10, 10]",20,"[[9, 6]]",[15],[['R']],-0.5
6,"[5, 10]","[6, 6, 4, 7]",23,"[[5, 10]]",[15],[['S']],1.0
5,"[8, 6]","[5, 8, 10]",23,"[[8, 6]]",[14],[['S']],1.0
11,"[10, 10]","[11, 4, 10, 11, 7]",23,"[[10, 10]]",[20],"[['N', 'S']]",1.0
9,"[3, 6]","[9, 10]",19,"[[3, 6, 8]]",[17],"[['H', 'S']]",-1.0
7,"[8, 2]","[7, 3, 7]",17,"[[8, 2, 10]]",[20],[['D']],2.0
11,"[9, 10]","[11, 3, 3, 11]",18,"[[9, 10]]",[19],"[['N', 'S']]",1.0
9,"[3, 6]","[9, 10]",19,"[[3, 6, 7, 10]]",[26],"[['H', 'H']]",-1.0
7,"[2, 10]","[7, 4, 10]",21,"[[2, 10, 10]]",[22],[['H']],-1.0
11,"[10, 10]","[11, 11, 10, 6]",18,"[[10, 10]]",[20],"[['N', 'S']]",1.0
8,"[10, 10]","[8, 8, 9]",25,"[[10, 10]]",[20],[['S']],1.0
2,"[7, 10]","[2, 10, 10]",22,"[[7, 10]]",[17],[['S']],1.0
7,"[9, 11]","[7, 8, 10]",25,"[[9, 11]]",[20],[['S']],1.0
10,"[9, 6]","[10, 7]",17,"[[9, 6]]",[15],[['R']],-0.5
10,"[5, 8]","[10, 8]",18,"[[5, 8, 10]]",[23],[['H']],-1.0
10,"[10, 2]","[10, 8]",18,"[[10, 2, 7]]",[19],"[['H', 'S']]",1.0
3,"[10, 5]","[3, 8, 2, 2, 9]",24,"[[10, 5]]",[15],[['S']],1.0
2,"[11, 4]","[2, 10, 7]",19,"[[11, 4, 8]]",[13],"[['H', 'S']]",-1.0
10,"[9, 10]","[10, 2, 9]",21,"[[9, 10]]",[19],[['S']],-1.0
10,"[10, 3]","[10, 9]",19,"[[10, 3, 6]]",[19],"[['H', 'S']]",0.0
10,"[10, 10]","[10, 6, 2]",18,"[[10, 10]]",[20],[['S']],1.0
7,"[8, 4]","[7, 11]",18,"[[8, 4, 5]]",[17],"[['H', 'S']]",-1.0
10,"[7, 10]","[10, 10]",20,"[[7, 10]]",[17],[['S']],-1.0
10,"[7, 5]","[10, 6, 2]",18,"[[7, 5, 10]]",[22],[['H']],-1.0
4,"[5, 5]","[4, 9, 7]",20,"[[5, 5, 4]]",[14],[['D']],-2.0
8,"[8, 10]","[8, 10]",18,"[[8, 10]]",[18],[['S']],0.0
10,"[9, 11]","[10, 6, 9]",25,"[[9, 11]]",[20],[['S']],1.0
10,"[6, 2]","[10, 10]",20,"[[6, 2, 10]]",[18],"[['H', 'S']]",-1.0
6,"[9, 4]","[6, 9, 2]",17,"[[9, 4]]",[13],[['S']],-1.0
7,"[6, 7]","[7, 6, 2, 7]",22,"[[6, 7, 10]]",[23],[['H']],-1.0
11,"[10, 3]","[11, 3, 4]",18,"[[10, 3, 2, 7]]",[22],"[['N', 'H', 'H']]",-1.0
4,"[10, 7]","[4, 9, 10]",23,"[[10, 7]]",[17],[['S']],1.0
7,"[10, 3]","[7, 9, 10]",26,"[[10, 3, 4]]",[17],"[['H', 'S']]",1.0
5,"[9, 7]","[5, 10, 8]",23,"[[9, 7]]",[16],[['S']],1.0
11,"[4, 11]","[11, 9]",20,"[[4, 11, 5]]",[20],"[['N', 'H', 'S']]",0.0
11,"[8, 9]","[11, 2, 10, 4]",17,"[[8, 9]]",[17],"[['N', 'R']]",-0.5
10,"[10, 10]","[10, 6, 5]",21,"[[10, 10]]",[20],[['S']],-1.0
10,"[3, 8]","[10, 8]",18,"[[3, 8, 7]]",[18],[['D']],0.0
10,"[10, 6]","[10, 10]",20,"[[10, 6]]",[16],[['R']],-0.5
3,"[10, 10]","[3, 3, 10, 11]",17,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 10]","[10, 2, 8]",20,"[[10, 10]]",[20],[['S']],0.0
9,"[6, 10]","[9, 10]",19,"[[6, 10]]",[16],[['R']],-0.5
5,"[10, 5]","[5, 4, 10]",19,"[[10, 5]]",[15],[['S']],-1.0
8,"[7, 3]","[8, 8, 10]",26,"[[7, 3, 11]]",[21],[['D']],2.0
10,"[6, 5]","[10, 7]",17,"[[6, 5, 10]]",[21],[['D']],2.0
3,"[7, 10]","[3, 10, 10]",23,"[[7, 10]]",[17],[['S']],1.0
4,"[9, 10]","[4, 10, 3]",17,"[[9, 10]]",[19],[['S']],1.0
10,"[6, 10]","[10, 3, 4]",17,"[[6, 10]]",[16],[['R']],-0.5
4,"[9, 9]","[4, 11, 9, 10]",24,"[[9, 10], [9, 10]]","[19, 19]","[['P', 'S'], ['S']]",2.0
3,"[10, 10]","[3, 10, 2, 6]",21,"[[10, 10]]",[20],[['S']],-1.0
9,"[6, 9]","[9, 10]",19,"[[6, 9, 2]]",[17],"[['H', 'S']]",-1.0
10,"[5, 2]","[10, 7]",17,"[[5, 2, 11, 10]]",[18],"[['H', 'H', 'S']]",1.0
9,"[6, 5]","[9, 6, 8]",23,"[[6, 5, 9]]",[20],[['D']],2.0
11,"[6, 5]","[11, 11, 10, 10]",22,"[[6, 5, 9]]",[20],"[['N', 'D']]",2.0
5,"[8, 10]","[5, 9, 9]",23,"[[8, 10]]",[18],[['S']],1.0
7,"[3, 4]","[7, 4, 11, 10]",22,"[[3, 4, 7, 9]]",[23],"[['H', 'H']]",-1.0
10,"[3, 9]","[10, 4, 5]",19,"[[3, 9, 10]]",[22],[['H']],-1.0
5,"[5, 10]","[5, 10, 8]",23,"[[5, 10]]",[15],[['S']],1.0
4,"[8, 10]","[4, 8, 8]",20,"[[8, 10]]",[18],[['S']],-1.0
6,"[10, 2]","[6, 8, 2, 11]",17,"[[10, 2]]",[12],[['S']],-1.0
9,"[7, 3]","[9, 6, 10]",25,"[[7, 3, 10]]",[20],[['D']],2.0
3,"[10, 10]","[3, 10, 8]",21,"[[10, 10]]",[20],[['S']],-1.0
2,"[6, 2]","[2, 11, 10, 11, 10]",24,"[[6, 2, 10]]",[18],"[['H', 'S']]",1.0
10,"[8, 6]","[10, 4, 3]",17,"[[8, 6, 11, 11, 5]]",[21],"[['H', 'H', 'H', 'S']]",1.0
10,"[10, 9]","[10, 10]",20,"[[10, 9]]",[19],[['S']],-1.0
4,"[11, 6]","[4, 4, 10]",18,"[[11, 6, 10]]",[17],[['D']],-2.0
11,"[2, 10]","[11, 10]",BJ,"[[2, 10]]",[12],[['N']],-1.0
9,"[8, 6]","[9, 3, 9]",21,"[[8, 6, 10]]",[24],[['H']],-1.0
5,"[7, 3]","[5, 10, 10]",25,"[[7, 3, 9]]",[19],[['D']],2.0
6,"[4, 3]","[6, 2, 11]",19,"[[4, 3, 7]]",[14],"[['H', 'S']]",-1.0
10,"[10, 10]","[10, 11]",BJ,"[[10, 10]]",[20],[[]],-1.0
8,"[10, 2]","[8, 3, 5, 4]",20,"[[10, 2, 5]]",[17],"[['H', 'S']]",-1.0
7,"[8, 2]","[7, 10]",17,"[[8, 2, 7]]",[17],[['D']],0.0
10,"[2, 4]","[10, 4, 10]",24,"[[2, 4, 10, 4]]",[20],"[['H', 'H', 'S']]",1.0
5,"[2, 9]","[5, 2, 10]",17,"[[2, 9, 7]]",[18],[['D']],2.0
10,"[10, 11]","[10, 7]",17,"[[10, 11]]",['BJ'],[['S']],1.5
11,"[6, 10]","[11, 4, 9, 5]",19,"[[6, 10]]",[16],"[['N', 'R']]",-0.5
7,"[8, 8]","[7, 3, 6, 6]",22,"[[8, 10], [8, 11]]","[18, 19]","[['P', 'S'], ['S']]",2.0
7,"[10, 10]","[7, 6, 5]",18,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 10]","[10, 5, 10]",25,"[[10, 10]]",[20],[['S']],1.0
8,"[7, 4]","[8, 10]",18,"[[7, 4, 8]]",[19],[['D']],2.0
10,"[7, 6]","[10, 3, 4]",17,"[[7, 6, 11, 7]]",[21],"[['H', 'H', 'S']]",1.0
11,"[3, 3]","[11, 10]",BJ,"[[3, 3]]",[6],[['N']],-1.0
9,"[10, 9]","[9, 10]",19,"[[10, 9]]",[19],[['S']],0.0
6,"[10, 10]","[6, 3, 8]",17,"[[10, 10]]",[20],[['S']],1.0
7,"[2, 10]","[7, 8, 10]",25,"[[2, 10, 10]]",[22],[['H']],-1.0
10,"[3, 2]","[10, 5, 10]",25,"[[3, 2, 10, 10]]",[25],"[['H', 'H']]",-1.0
2,"[7, 7]","[2, 2, 9, 10]",23,"[[7, 4, 10], [7, 5, 4]]","[21, 16]","[['P', 'D'], ['H', 'S']]",3.0
11,"[10, 10]","[11, 6, 10]",17,"[[10, 10]]",[20],"[['N', 'S']]",1.0
7,"[7, 8]","[7, 3, 10]",20,"[[7, 8, 9]]",[24],[['H']],-1.0
6,"[2, 6]","[6, 8, 6]",20,"[[2, 6, 4]]",[12],"[['H', 'S']]",-1.0
10,"[6, 10]","[10, 10]",20,"[[6, 10]]",[16],[['R']],-0.5
5,"[3, 3]","[5, 11, 7, 11, 4]",18,"[[3, 10], [3, 4, 6]]","[13, 13]","[['P', 'S'], ['H', 'S']]",-2.0
11,"[7, 4]","[11, 8]",19,"[[7, 4, 6]]",[17],"[['N', 'D']]",-2.0
9,"[11, 9]","[9, 4, 2, 10]",25,"[[11, 9]]",[20],[['S']],1.0
10,"[3, 10]","[10, 10]",20,"[[3, 10, 6]]",[19],"[['H', 'S']]",-1.0
9,"[4, 6]","[9, 6, 8]",23,"[[4, 6, 7]]",[17],[['D']],2.0
10,"[8, 6]","[10, 8]",18,"[[8, 6, 10]]",[24],[['H']],-1.0
7,"[10, 10]","[7, 10]",17,"[[10, 10]]",[20],[['S']],1.0
4,"[2, 10]","[4, 6, 10]",20,"[[2, 10]]",[12],[['S']],-1.0
3,"[10, 2]","[3, 8, 10]",21,"[[10, 2, 10]]",[22],[['H']],-1.0
4,"[6, 9]","[4, 8, 10]",22,"[[6, 9]]",[15],[['S']],1.0
6,"[10, 10]","[6, 8, 7]",21,"[[10, 10]]",[20],[['S']],-1.0
8,"[7, 5]","[8, 10]",18,"[[7, 5, 2, 9]]",[23],"[['H', 'H']]",-1.0
